date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
2023-11-17,Cameroon,Mauritius,3.0,0.0,FIFA World Cup qualification,Douala,Cameroon,False
2023-11-17,Zambia,Congo,4.0,2.0,FIFA World Cup qualification,Ndola,Zambia,False
2023-11-17,Ivory Coast,Seychelles,9.0,0.0,FIFA World Cup qualification,Abidjan,Ivory Coast,False
2023-11-17,Guinea,Uganda,2.0,1.0,FIFA World Cup qualification,Berkane,Morocco,True
2023-11-17,Liberia,Malawi,0.0,1.0,FIFA World Cup qualification,Monrovia,Liberia,False
2023-11-17,Tunisia,São Tomé and Príncipe,4.0,0.0,FIFA World Cup qualification,Radès,Tunisia,False
2023-11-17,Comoros,Central African Republic,4.0,2.0,FIFA World Cup qualification,Moroni,Comoros,False
2023-11-17,Ghana,Madagascar,1.0,0.0,FIFA World Cup qualification,Kumasi,Ghana,False
2023-11-17,Mali,Chad,3.0,1.0,FIFA World Cup qualification,Bamako,Mali,False
2023-11-17,Greece,New Zealand,2.0,0.0,Friendly,Athens,Greece,False
2023-11-17,England,Malta,2.0,0.0,UEFA Euro qualification,London,England,False
2023-11-17,Italy,North Macedonia,5.0,2.0,UEFA Euro qualification,Rome,Italy,False
2023-11-17,Moldova,Albania,1.0,1.0,UEFA Euro qualification,Chișinău,Moldova,False
2023-11-17,Poland,Czech Republic,1.0,1.0,UEFA Euro qualification,Warsaw,Poland,False
2023-11-17,Finland,Northern Ireland,4.0,0.0,UEFA Euro qualification,Helsinki,Finland,False
2023-11-17,Denmark,Slovenia,2.0,1.0,UEFA Euro qualification,Copenhagen,Denmark,False
2023-11-17,Kazakhstan,San Marino,3.0,1.0,UEFA Euro qualification,Astana,Kazakhstan,False
2023-11-17,Papua New Guinea,Tuvalu,3.0,0.0,Pacific Games,Honiara,Solomon Islands,True
2023-11-17,Solomon Islands,Samoa,1.0,0.0,Pacific Games,Honiara,Solomon Islands,False
2023-11-18,Antigua and Barbuda,Puerto Rico,2.0,3.0,CONCACAF Nations League,Piggotts,Antigua and Barbuda,False
2023-11-18,Anguilla,Bonaire,0.0,3.0,CONCACAF Nations League,The Valley,Anguilla,False
2023-11-18,Jamaica,Canada,1.0,2.0,CONCACAF Nations League,Kingston,Jamaica,False
2023-11-18,Senegal,South Sudan,4.0,0.0,FIFA World Cup qualification,Diamniadio,Senegal,False
2023-11-18,South Africa,Benin,2.0,1.0,FIFA World Cup qualification,Durban,South Africa,False
2023-11-18,Niger,Tanzania,0.0,1.0,FIFA World Cup qualification,Marrakech,Morocco,True
2023-11-18,Germany,Turkey,2.0,3.0,Friendly,Berlin,Germany,False
2023-11-18,France,Gibraltar,14.0,0.0,UEFA Euro qualification,Nice,France,False
2023-11-18,Netherlands,Republic of Ireland,1.0,0.0,UEFA Euro qualification,Amsterdam,Netherlands,False
2023-11-18,Armenia,Wales,1.0,1.0,UEFA Euro qualification,Yerevan,Armenia,False
2023-11-18,Latvia,Croatia,0.0,2.0,UEFA Euro qualification,Riga,Latvia,False
2023-11-18,Belarus,Andorra,1.0,0.0,UEFA Euro qualification,Budapest,Hungary,True
2023-11-18,Switzerland,Kosovo,1.0,1.0,UEFA Euro qualification,Basel,Switzerland,False
2023-11-18,Israel,Romania,1.0,2.0,UEFA Euro qualification,Felcsút,Hungary,True
2023-11-18,New Caledonia,Tonga,7.0,0.0,Pacific Games,Honiara,Solomon Islands,True
2023-11-18,Fiji,Northern Mariana Islands,10.0,0.0,Pacific Games,Honiara,Solomon Islands,True
2023-11-19,Guadeloupe,Saint Kitts and Nevis,5.0,0.0,CONCACAF Nations League,Sainte-Anne,Guadeloupe,False
2023-11-19,Saint Lucia,Sint Maarten,1.0,2.0,CONCACAF Nations League,Gros Islet,Saint Lucia,False
2023-11-19,Sierra Leone,Egypt,0.0,2.0,FIFA World Cup qualification,Monrovia,Liberia,True
2023-11-19,Sudan,DR Congo,1.0,0.0,FIFA World Cup qualification,Benghazi,Libya,True
2023-11-19,Zimbabwe,Nigeria,1.0,1.0,FIFA World Cup qualification,Butare,Rwanda,True
2023-11-19,Burundi,Gabon,1.0,2.0,FIFA World Cup qualification,Dar es Salaam,Tanzania,True
2023-11-19,Mozambique,Algeria,0.0,2.0,FIFA World Cup qualification,Maputo,Mozambique,False
2023-11-19,Cyprus,Lithuania,1.0,0.0,Friendly,Limassol,Cyprus,False
2023-11-19,Scotland,Norway,3.0,3.0,UEFA Euro qualification,Glasgow,Scotland,False
2023-11-19,Spain,Georgia,3.0,1.0,UEFA Euro qualification,Valladolid,Spain,False
2023-11-19,Belgium,Azerbaijan,5.0,0.0,UEFA Euro qualification,Brussels,Belgium,False
2023-11-19,Sweden,Estonia,2.0,0.0,UEFA Euro qualification,Stockholm,Sweden,False
2023-11-19,Hungary,Montenegro,3.0,1.0,UEFA Euro qualification,Budapest,Hungary,False
2023-11-19,Serbia,Bulgaria,2.0,2.0,UEFA Euro qualification,Leskovac,Serbia,False
2023-11-19,Portugal,Iceland,2.0,0.0,UEFA Euro qualification,Lisbon,Portugal,False
2023-11-19,Bosnia and Herzegovina,Slovakia,1.0,2.0,UEFA Euro qualification,Zenica,Bosnia and Herzegovina,False
2023-11-19,Liechtenstein,Luxembourg,0.0,1.0,UEFA Euro qualification,Vaduz,Liechtenstein,False
2023-11-20,Montserrat,Barbados,4.0,2.0,CONCACAF Nations League,Lookout,Montserrat,False
2023-11-20,Aruba,Cayman Islands,5.0,1.0,CONCACAF Nations League,Oranjestad,Aruba,False
2023-11-20,Dominica,Turks and Caicos Islands,2.0,0.0,CONCACAF Nations League,Road Town,British Virgin Islands,True
2023-11-20,Panama,Costa Rica,3.0,1.0,CONCACAF Nations League,Panama City,Panama,False
2023-11-20,Trinidad and Tobago,United States,2.0,1.0,CONCACAF Nations League,Port of Spain,Trinidad and Tobago,False
2023-11-20,Djibouti,Guinea-Bissau,0.0,1.0,FIFA World Cup qualification,Cairo,Egypt,True
2023-11-20,Gambia,Ivory Coast,0.0,2.0,FIFA World Cup qualification,Dar es Salaam,Tanzania,True
2023-11-20,Seychelles,Kenya,0.0,5.0,FIFA World Cup qualification,Abidjan,Ivory Coast,True
2023-11-20,Liberia,Equatorial Guinea,3.0,0.0,FIFA World Cup qualification,Monrovia,Liberia,False
2023-11-20,Mali,Central African Republic,1.0,1.0,FIFA World Cup qualification,Bamako,Mali,False
2023-11-20,Chad,Madagascar,0.0,3.0,FIFA World Cup qualification,Oujda,Morocco,True
2023-11-20,Curacao,El Salvador,1.0,1.0,Friendly,Willemstad,Curaçao,False
2023-11-20,Russia,Cuba,8.0,0.0,Friendly,Volgograd,Russia,False
2023-11-20,North Macedonia,England,1.0,1.0,UEFA Euro qualification,Skopje,North Macedonia,False
2023-11-20,Ukraine,Italy,0.0,0.0,UEFA Euro qualification,Leverkusen,Germany,True
2023-11-20,Albania,Faroe Islands,0.0,0.0,UEFA Euro qualification,Tirana,Albania,False
2023-11-20,Czech Republic,Moldova,3.0,0.0,UEFA Euro qualification,Olomouc,Czech Republic,False
2023-11-20,Northern Ireland,Denmark,2.0,0.0,UEFA Euro qualification,Belfast,Northern Ireland,False
2023-11-20,San Marino,Finland,1.0,2.0,UEFA Euro qualification,Serravalle,San Marino,False
2023-11-20,Slovenia,Kazakhstan,2.0,1.0,UEFA Euro qualification,Ljubljana,Slovenia,False
2023-11-20,Tuvalu,Vanuatu,0.0,6.0,Pacific Games,Honiara,Solomon Islands,True
2023-11-20,Samoa,American Samoa,10.0,0.0,Pacific Games,Honiara,Solomon Islands,True
2023-11-21,Nicaragua,Dominican Republic,0.0,0.0,CONCACAF Nations League,Managua,Nicaragua,False
2023-11-21,French Guiana,Bermuda,3.0,0.0,CONCACAF Nations League,Fort-de-France,Martinique,True
2023-11-21,Saint Vincent and the Grenadines,Belize,3.0,0.0,CONCACAF Nations League,Saint George's,Saint Vincent and the Grenadines,False
2023-11-21,Guyana,Antigua and Barbuda,6.0,0.0,CONCACAF Nations League,Santo Domingo,Dominican Republic,True
2023-11-21,Puerto Rico,Bahamas,6.0,1.0,CONCACAF Nations League,Bayamón,Puerto Rico,False
2023-11-21,Bonaire,Saint Martin,0.0,4.0,CONCACAF Nations League,Rincon,Bonaire,False
2023-11-21,Canada,Jamaica,2.0,3.0,CONCACAF Nations League,Toronto,Canada,False
2023-11-21,Mexico,Honduras,2.0,0.0,CONCACAF Nations League,Mexico City,Mexico,False
2023-11-21,Ecuador,Chile,1.0,0.0,FIFA World Cup qualification,Quito,Ecuador,False
2023-11-21,Paraguay,Colombia,0.0,1.0,FIFA World Cup qualification,Asunción,Paraguay,False
2023-11-21,Uruguay,Bolivia,3.0,0.0,FIFA World Cup qualification,Montevideo,Uruguay,False
2023-11-21,Peru,Venezuela,1.0,1.0,FIFA World Cup qualification,Lima,Peru,False
2023-11-21,Brazil,Argentina,0.0,1.0,FIFA World Cup qualification,Rio de Janeiro,Brazil,False
2023-11-21,India,Qatar,0.0,3.0,FIFA World Cup qualification,Bhubaneswar,India,False
2023-11-21,Afghanistan,Kuwait,0.0,4.0,FIFA World Cup qualification,Dammam,Saudi Arabia,True
2023-11-21,Myanmar,North Korea,1.0,6.0,FIFA World Cup qualification,Yangon,Myanmar,False
2023-11-21,Syria,Japan,0.0,5.0,FIFA World Cup qualification,Jeddah,Saudi Arabia,True
2023-11-21,China PR,South Korea,0.0,3.0,FIFA World Cup qualification,Shenzhen,China PR,False
2023-11-21,Singapore,Thailand,1.0,3.0,FIFA World Cup qualification,Kallang,Singapore,False
2023-11-21,Taiwan,Malaysia,0.0,1.0,FIFA World Cup qualification,Taipei,Taiwan,False
2023-11-21,Kyrgyzstan,Oman,1.0,0.0,FIFA World Cup qualification,Bishkek,Kyrgyzstan,False
2023-11-21,Uzbekistan,Iran,2.0,2.0,FIFA World Cup qualification,Tashkent,Uzbekistan,False
2023-11-21,Hong Kong,Turkmenistan,2.0,2.0,FIFA World Cup qualification,Hong Kong,Hong Kong,False
2023-11-21,Philippines,Indonesia,1.0,1.0,FIFA World Cup qualification,Manila,Philippines,False
2023-11-21,Vietnam,Iraq,0.0,1.0,FIFA World Cup qualification,Hanoi,Vietnam,False
2023-11-21,Pakistan,Tajikistan,1.0,6.0,FIFA World Cup qualification,Islamabad,Pakistan,False
2023-11-21,Jordan,Saudi Arabia,0.0,2.0,FIFA World Cup qualification,Amman,Jordan,False
2023-11-21,Bahrain,United Arab Emirates,0.0,2.0,FIFA World Cup qualification,Riffa,Bahrain,False
2023-11-21,Nepal,Yemen,0.0,2.0,FIFA World Cup qualification,Kathmandu,Nepal,False
2023-11-21,Palestine,Australia,0.0,1.0,FIFA World Cup qualification,Kuwait City,Kuwait,True
2023-11-21,Bangladesh,Lebanon,1.0,1.0,FIFA World Cup qualification,Dhaka,Bangladesh,False
2023-11-21,Ethiopia,Burkina Faso,0.0,3.0,FIFA World Cup qualification,El Jadida,Morocco,True
2023-11-21,South Sudan,Mauritania,0.0,0.0,FIFA World Cup qualification,Diamniadio,Senegal,True
2023-11-21,Togo,Senegal,0.0,0.0,FIFA World Cup qualification,Lomé,Togo,False
2023-11-21,Lesotho,Benin,0.0,0.0,FIFA World Cup qualification,Durban,South Africa,True
2023-11-21,Rwanda,South Africa,2.0,0.0,FIFA World Cup qualification,Butare,Rwanda,False
2023-11-21,Eswatini,Cape Verde,0.0,2.0,FIFA World Cup qualification,Mbombela,South Africa,True
2023-11-21,Libya,Cameroon,1.0,1.0,FIFA World Cup qualification,Benghazi,Libya,False
2023-11-21,Mauritius,Angola,0.0,0.0,FIFA World Cup qualification,Saint Pierre,Mauritius,False
2023-11-21,Niger,Zambia,2.0,1.0,FIFA World Cup qualification,Marrakech,Morocco,True
2023-11-21,Tanzania,Morocco,0.0,2.0,FIFA World Cup qualification,Dar es Salaam,Tanzania,False
2023-11-21,Somalia,Uganda,0.0,1.0,FIFA World Cup qualification,Berkane,Morocco,True
2023-11-21,Botswana,Guinea,1.0,0.0,FIFA World Cup qualification,Francistown,Botswana,False
2023-11-21,Malawi,Tunisia,0.0,1.0,FIFA World Cup qualification,Lilongwe,Malawi,False
2023-11-21,São Tomé and Príncipe,Namibia,0.0,2.0,FIFA World Cup qualification,Agadir,Morocco,True
2023-11-21,Comoros,Ghana,1.0,0.0,FIFA World Cup qualification,Moroni,Comoros,False
2023-11-21,Austria,Germany,2.0,0.0,Friendly,Vienna,Austria,False
2023-11-21,Poland,Latvia,2.0,0.0,Friendly,Warsaw,Poland,False
2023-11-21,Republic of Ireland,New Zealand,1.0,1.0,Friendly,Dublin,Republic of Ireland,False
2023-11-21,Gibraltar,Netherlands,0.0,6.0,UEFA Euro qualification,Faro-Loulé,Portugal,True
2023-11-21,Greece,France,2.0,2.0,UEFA Euro qualification,Athens,Greece,False
2023-11-21,Wales,Turkey,1.0,1.0,UEFA Euro qualification,Cardiff,Wales,False
2023-11-21,Croatia,Armenia,1.0,0.0,UEFA Euro qualification,Zagreb,Croatia,False
2023-11-21,Andorra,Israel,0.0,2.0,UEFA Euro qualification,Andorra la Vella,Andorra,False
2023-11-21,Kosovo,Belarus,0.0,1.0,UEFA Euro qualification,Pristina,Kosovo,False
2023-11-21,Romania,Switzerland,1.0,0.0,UEFA Euro qualification,Bucharest,Romania,False
2023-11-21,Tonga,Cook Islands,1.0,2.0,Pacific Games,Honiara,Solomon Islands,True
2023-11-21,Fiji,Tahiti,0.0,0.0,Pacific Games,Honiara,Solomon Islands,True
2023-11-23,Vanuatu,Papua New Guinea,1.0,1.0,Pacific Games,Honiara,Solomon Islands,True
2023-11-23,Solomon Islands,American Samoa,11.0,0.0,Pacific Games,Honiara,Solomon Islands,False
2023-11-24,Cook Islands,New Caledonia,0.0,8.0,Pacific Games,Honiara,Solomon Islands,True
2023-11-24,Northern Mariana Islands,Tahiti,0.0,5.0,Pacific Games,Honiara,Solomon Islands,True
2023-11-27,Northern Mariana Islands,American Samoa,4.0,0.0,Pacific Games,Honiara,Solomon Islands,True
2023-11-27,Tonga,Tuvalu,0.0,4.0,Pacific Games,Honiara,Solomon Islands,True
2023-11-27,Tahiti,Samoa,2.0,1.0,Pacific Games,Honiara,Solomon Islands,True
2023-11-27,Cook Islands,Papua New Guinea,0.0,3.0,Pacific Games,Solomon Islands,Solomon Islands,True
2023-11-28,New Caledonia,Vanuatu,1.0,0.0,Pacific Games,Solomon Islands,Solomon Islands,True
2023-11-28,Solomon Islands,Fiji,2.0,0.0,Pacific Games,Solomon Islands,Solomon Islands,False
2023-11-30,American Samoa,Tonga,2.0,6.0,Pacific Games,Solomon Islands,Solomon Islands,True
2023-11-30,Northern Mariana Islands,Tuvalu,1.0,4.0,Pacific Games,Solomon Islands,Solomon Islands,True
2023-11-30,Samoa,Cook Islands,3.0,0.0,Pacific Games,Solomon Islands,Solomon Islands,True
2023-11-30,Tahiti,Papua New Guinea,2.0,0.0,Pacific Games,Solomon Islands,Solomon Islands,True
2023-12-01,Vanuatu,Fiji,2.0,4.0,Pacific Games,Solomon Islands,Solomon Islands,True
2023-12-02,Solomon Islands,New Caledonia,2.0,2.0,Pacific Games,Solomon Islands,Solomon Islands,False
2023-12-16,Mexico,Colombia,2.0,3.0,Friendly,Los Angeles,United States,True
2024-01-01,Japan,Thailand,5.0,0.0,Friendly,Tokyo,Japan,False
2024-01-01,China PR,Hong Kong,1.0,2.0,Friendly,Abu Dhabi,United Arab Emirates,True
2024-01-02,Indonesia,Libya,0.0,4.0,Friendly,Antalya,Turkey,True
2024-01-04,Tajikistan,Hong Kong,2.0,1.0,Friendly,Abu Dhabi,United Arab Emirates,True
2024-01-04,Saudi Arabia,Lebanon,1.0,0.0,Friendly,Doha,Qatar,True
2024-01-05,Indonesia,Libya,1.0,2.0,Friendly,Antalya,Turkey,True
2024-01-05,Iran,Burkina Faso,2.0,1.0,Friendly,Kish,Iran,False
2024-01-05,Kyrgyzstan,Syria,1.0,1.0,Friendly,Abu Dhabi,United Arab Emirates,True
2024-01-05,Qatar,Jordan,1.0,2.0,Friendly,Al Rayyan,Qatar,False
2024-01-05,Togo,Algeria,0.0,3.0,Friendly,Lomé,Togo,False
2024-01-06,DR Congo,Angola,0.0,0.0,Friendly,Dubai,United Arab Emirates,True
2024-01-06,Iraq,South Korea,0.0,1.0,Friendly,Abu Dhabi,United Arab Emirates,True
2024-01-06,Bahrain,Australia,0.0,2.0,Friendly,Abu Dhabi,United Arab Emirates,True
2024-01-06,Mozambique,Lesotho,2.0,0.0,Friendly,Johannesburg,South Africa,True
2024-01-06,United Arab Emirates,Oman,0.0,1.0,Friendly,Abu Dhabi,United Arab Emirates,False
2024-01-06,Ivory Coast,Sierra Leone,5.0,1.0,Friendly,San-Pédro,Ivory Coast,False
2024-01-06,Tunisia,Mauritania,0.0,0.0,Friendly,Radès,Tunisia,False
2024-01-06,Mali,Guinea-Bissau,6.0,2.0,Friendly,Bamako,Mali,False
2024-01-07,Uzbekistan,Palestine,1.0,0.0,Friendly,Doha,Qatar,True
2024-01-07,Egypt,Tanzania,2.0,0.0,Friendly,Cairo,Egypt,False
2024-01-08,Nigeria,Guinea,0.0,2.0,Friendly,Abu Dhabi,United Arab Emirates,True
2024-01-08,Botswana,Mozambique,1.0,1.0,Friendly,Johannesburg,South Africa,True
2024-01-08,Syria,Malaysia,2.0,2.0,Friendly,Doha,Qatar,True
2024-01-08,Senegal,Niger,1.0,0.0,Friendly,Dakar,Senegal,False
2024-01-08,Ghana,Namibia,0.0,0.0,Friendly,Kumasi,Ghana,False
2024-01-09,Japan,Jordan,6.0,1.0,Friendly,Doha,Qatar,True
2024-01-09,Kyrgyzstan,Vietnam,2.0,1.0,Friendly,Al Khor,Qatar,True
2024-01-09,Zambia,Cameroon,1.0,1.0,Friendly,Jeddah,Saudi Arabia,True
2024-01-09,Equatorial Guinea,Djibouti,1.0,1.0,Friendly,Malabo,Equatorial Guinea,False
2024-01-09,Saudi Arabia,Palestine,0.0,0.0,Friendly,Al Wakrah,Qatar,True
2024-01-09,Burundi,Algeria,0.0,4.0,Friendly,Lomé,Togo,True
2024-01-09,Indonesia,Iran,0.0,5.0,Friendly,Al Rayyan,Qatar,True
2024-01-10,South Africa,Lesotho,0.0,0.0,Friendly,Pretoria,South Africa,False
2024-01-10,DR Congo,Burkina Faso,1.0,2.0,Friendly,Abu Dhabi,United Arab Emirates,True
2024-01-10,Bahrain,Angola,0.0,3.0,Friendly,Dubai,United Arab Emirates,True
2024-01-10,Saudi Arabia,Hong Kong,2.0,0.0,Friendly,Al Wakrah,Qatar,True
2024-01-10,Tunisia,Cape Verde,2.0,0.0,Friendly,Radès,Tunisia,False
2024-01-11,Morocco,Sierra Leone,3.0,1.0,Friendly,San-Pédro,Ivory Coast,True
2024-01-12,Qatar,Lebanon,3.0,0.0,AFC Asian Cup,Lusail,Qatar,False
2024-01-12,Kuwait,Libya,1.0,3.0,Friendly,Cairo,Egypt,True
2024-01-12,Sweden,Estonia,2.0,1.0,Friendly,Paphos,Cyprus,True
2024-01-13,China PR,Tajikistan,0.0,0.0,AFC Asian Cup,Doha,Qatar,True
2024-01-13,Australia,India,2.0,0.0,AFC Asian Cup,Al Rayyan,Qatar,True
2024-01-13,Uzbekistan,Syria,0.0,0.0,AFC Asian Cup,Doha,Qatar,True
2024-01-13,Ivory Coast,Guinea-Bissau,2.0,0.0,African Cup of Nations,Ebimpé,Ivory Coast,False
2024-01-13,Guatemala,Iceland,0.0,1.0,Friendly,Fort Lauderdale,United States,True
2024-01-14,United Arab Emirates,Hong Kong,3.0,1.0,AFC Asian Cup,Al Rayyan,Qatar,True
2024-01-14,Iran,Palestine,4.0,1.0,AFC Asian Cup,Al Rayyan,Qatar,True
2024-01-14,Japan,Vietnam,4.0,2.0,AFC Asian Cup,Doha,Qatar,True
2024-01-14,Nigeria,Equatorial Guinea,1.0,1.0,African Cup of Nations,Ebimpé,Ivory Coast,True
2024-01-14,Egypt,Mozambique,2.0,2.0,African Cup of Nations,Abidjan,Ivory Coast,True
2024-01-14,Ghana,Cape Verde,1.0,2.0,African Cup of Nations,Abidjan,Ivory Coast,True
2024-01-15,Indonesia,Iraq,1.0,3.0,AFC Asian Cup,Doha,Qatar,True
2024-01-15,South Korea,Bahrain,3.0,1.0,AFC Asian Cup,Doha,Qatar,True
2024-01-15,Malaysia,Jordan,0.0,4.0,AFC Asian Cup,Al Wakrah,Qatar,True
2024-01-15,Senegal,Gambia,3.0,0.0,African Cup of Nations,Yamoussoukro,Ivory Coast,True
2024-01-15,Cameroon,Guinea,1.0,1.0,African Cup of Nations,Yamoussoukro,Ivory Coast,True
2024-01-15,Algeria,Angola,1.0,1.0,African Cup of Nations,Bouaké,Ivory Coast,True
2024-01-16,Thailand,Kyrgyzstan,2.0,0.0,AFC Asian Cup,Doha,Qatar,True
2024-01-16,Saudi Arabia,Oman,2.0,1.0,AFC Asian Cup,Al Rayyan,Qatar,True
2024-01-16,Burkina Faso,Mauritania,1.0,0.0,African Cup of Nations,Bouaké,Ivory Coast,True
2024-01-16,Tunisia,Namibia,0.0,1.0,African Cup of Nations,Korhogo,Ivory Coast,True
2024-01-16,Mali,South Africa,2.0,0.0,African Cup of Nations,Korhogo,Ivory Coast,True
2024-01-17,Lebanon,China PR,0.0,0.0,AFC Asian Cup,Doha,Qatar,True
2024-01-17,Qatar,Tajikistan,1.0,0.0,AFC Asian Cup,Al Khor,Qatar,False
2024-01-17,Morocco,Tanzania,3.0,0.0,African Cup of Nations,San-Pédro,Ivory Coast,True
2024-01-17,DR Congo,Zambia,1.0,1.0,African Cup of Nations,San-Pédro,Ivory Coast,True
2024-01-17,Honduras,Iceland,0.0,2.0,Friendly,Fort Lauderdale,United States,True
2024-01-18,Syria,Australia,0.0,1.0,AFC Asian Cup,Doha,Qatar,True
2024-01-18,India,Uzbekistan,0.0,3.0,AFC Asian Cup,Al Rayyan,Qatar,True
2024-01-18,Palestine,United Arab Emirates,1.0,1.0,AFC Asian Cup,Al Wakrah,Qatar,True
2024-01-18,Equatorial Guinea,Guinea-Bissau,4.0,2.0,African Cup of Nations,Ebimpé,Ivory Coast,True
2024-01-18,Ivory Coast,Nigeria,0.0,1.0,African Cup of Nations,Ebimpé,Ivory Coast,False
2024-01-18,Egypt,Ghana,2.0,2.0,African Cup of Nations,Abidjan,Ivory Coast,True
2024-01-19,Hong Kong,Iran,0.0,1.0,AFC Asian Cup,Al Rayyan,Qatar,True
2024-01-19,Iraq,Japan,2.0,1.0,AFC Asian Cup,Al Rayyan,Qatar,True
2024-01-19,Vietnam,Indonesia,0.0,1.0,AFC Asian Cup,Doha,Qatar,True
2024-01-19,Cape Verde,Mozambique,3.0,0.0,African Cup of Nations,Abidjan,Ivory Coast,True
2024-01-19,Senegal,Cameroon,3.0,1.0,African Cup of Nations,Yamoussoukro,Ivory Coast,True
2024-01-19,Guinea,Gambia,1.0,0.0,African Cup of Nations,Yamoussoukro,Ivory Coast,True
2024-01-19,Kuwait,Uganda,0.0,2.0,Friendly,Cairo,Egypt,True
2024-01-20,Jordan,South Korea,2.0,2.0,AFC Asian Cup,Doha,Qatar,True
2024-01-20,Bahrain,Malaysia,1.0,0.0,AFC Asian Cup,Doha,Qatar,True
2024-01-20,Algeria,Burkina Faso,2.0,2.0,African Cup of Nations,Bouaké,Ivory Coast,True
2024-01-20,Mauritania,Angola,2.0,3.0,African Cup of Nations,Bouaké,Ivory Coast,True
2024-01-20,Tunisia,Mali,1.0,1.0,African Cup of Nations,Korhogo,Ivory Coast,True
2024-01-20,United States,Slovenia,0.0,1.0,Friendly,San Antonio,United States,False
2024-01-21,Oman,Thailand,0.0,0.0,AFC Asian Cup,Doha,Qatar,True
2024-01-21,Kyrgyzstan,Saudi Arabia,0.0,2.0,AFC Asian Cup,Al Rayyan,Qatar,True
2024-01-21,South Africa,Namibia,4.0,0.0,African Cup of Nations,Korhogo,Ivory Coast,True
2024-01-21,Morocco,DR Congo,1.0,1.0,African Cup of Nations,San-Pédro,Ivory Coast,True
2024-01-21,Zambia,Tanzania,1.0,1.0,African Cup of Nations,San-Pédro,Ivory Coast,True
2024-01-22,Qatar,China PR,1.0,0.0,AFC Asian Cup,Al Rayyan,Qatar,False
2024-01-22,Tajikistan,Lebanon,2.0,1.0,AFC Asian Cup,Doha,Qatar,True
2024-01-22,Guinea-Bissau,Nigeria,0.0,1.0,African Cup of Nations,Abidjan,Ivory Coast,True
2024-01-22,Ivory Coast,Equatorial Guinea,0.0,4.0,African Cup of Nations,Ebimpé,Ivory Coast,False
2024-01-22,Cape Verde,Egypt,2.0,2.0,African Cup of Nations,Abidjan,Ivory Coast,True
2024-01-22,Mozambique,Ghana,2.0,2.0,African Cup of Nations,Ebimpé,Ivory Coast,True
2024-01-23,Australia,Uzbekistan,1.0,1.0,AFC Asian Cup,Al Wakrah,Qatar,True
2024-01-23,Syria,India,1.0,0.0,AFC Asian Cup,Al Khor,Qatar,True
2024-01-23,Hong Kong,Palestine,0.0,3.0,AFC Asian Cup,Doha,Qatar,True
2024-01-23,Iran,United Arab Emirates,2.0,1.0,AFC Asian Cup,Al Rayyan,Qatar,True
2024-01-23,Gambia,Cameroon,2.0,3.0,African Cup of Nations,Bouaké,Ivory Coast,True
2024-01-23,Guinea,Senegal,0.0,2.0,African Cup of Nations,Yamoussoukro,Ivory Coast,True
2024-01-23,Angola,Burkina Faso,2.0,0.0,African Cup of Nations,Yamoussoukro,Ivory Coast,True
2024-01-23,Mauritania,Algeria,1.0,0.0,African Cup of Nations,Bouaké,Ivory Coast,True
2024-01-24,Iraq,Vietnam,3.0,2.0,AFC Asian Cup,Doha,Qatar,True
2024-01-24,Japan,Indonesia,3.0,1.0,AFC Asian Cup,Doha,Qatar,True
2024-01-24,Namibia,Mali,0.0,0.0,African Cup of Nations,San-Pédro,Ivory Coast,True
2024-01-24,South Africa,Tunisia,0.0,0.0,African Cup of Nations,Korhogo,Ivory Coast,True
2024-01-24,Tanzania,DR Congo,0.0,0.0,African Cup of Nations,Korhogo,Ivory Coast,True
2024-01-24,Zambia,Morocco,0.0,1.0,African Cup of Nations,San-Pédro,Ivory Coast,True
2024-01-25,Jordan,Bahrain,0.0,1.0,AFC Asian Cup,Al Rayyan,Qatar,True
2024-01-25,South Korea,Malaysia,3.0,3.0,AFC Asian Cup,Al Wakrah,Qatar,True
2024-01-25,Kyrgyzstan,Oman,1.0,1.0,AFC Asian Cup,Doha,Qatar,True
2024-01-25,Saudi Arabia,Thailand,0.0,0.0,AFC Asian Cup,Al Rayyan,Qatar,True
2024-01-27,Angola,Namibia,3.0,0.0,African Cup of Nations,Bouaké,Ivory Coast,True
2024-01-27,Nigeria,Cameroon,2.0,0.0,African Cup of Nations,Abidjan,Ivory Coast,True
2024-01-28,Australia,Indonesia,4.0,0.0,AFC Asian Cup,Doha,Qatar,True
2024-01-28,Tajikistan,United Arab Emirates,1.0,1.0,AFC Asian Cup,Al Rayyan,Qatar,True
2024-01-28,Egypt,DR Congo,1.0,1.0,African Cup of Nations,San-Pédro,Ivory Coast,True
2024-01-28,Equatorial Guinea,Guinea,0.0,1.0,African Cup of Nations,Ebimpé,Ivory Coast,True
2024-01-29,Iraq,Jordan,2.0,3.0,AFC Asian Cup,Al Rayyan,Qatar,True
2024-01-29,Qatar,Palestine,2.0,1.0,AFC Asian Cup,Al Khor,Qatar,False
2024-01-29,Cape Verde,Mauritania,1.0,0.0,African Cup of Nations,Abidjan,Ivory Coast,True
2024-01-29,Ivory Coast,Senegal,1.0,1.0,African Cup of Nations,Yamoussoukro,Ivory Coast,False
2024-01-30,Saudi Arabia,South Korea,1.0,1.0,AFC Asian Cup,Al Rayyan,Qatar,True
2024-01-30,Uzbekistan,Thailand,2.0,1.0,AFC Asian Cup,Al Wakrah,Qatar,True
